400,40330273.6,45008800.25,38740892.94,33571724.35,31948181.26
401,40382239.75,44175098.77,37901568.67,32967140.78,31428780.87
402,40371777.04,43329206.29,37149168.91,32412346.48,30934567
403,40390238.73,42516866.94,36461148.52,31817589.17,30373807.2
404,40471978.59,41760287.04,35774021.84,31150991.16,29738215.57
405,40560448.99,41036292.68,35041276.67,30471022.3,29114914.11
406,40571951.62,40296603.61,34283065.04,29882847.62,28615324.87
407,40484534.89,39519487.58,33581110.31,29454795.34,28283298.92
408,40358934.68,38745110.24,33018220.54,29165132.6,28061452.19
409,40275578.82,38055900.65,32612330.92,28923429.57,27843380.39
410,40255447.3,37513944.79,32302818.87,28648098.77,27565554.77
411,40244910.71,37110278.07,32002638.56,28334553.65,27260569.64
412,40175865.35,36773391.49,31672715.98,28057995.68,27028274.16
413,40038254.52,36431686.89,31355051.09,27910039.9,26951294.78
414,39894254.83,36076150.71,31137268.63,27922911.39,27026655.76
415,39823300.48,35769065.73,31079016.56,28043574.82,27169290.51
416,39852666.25,35592016.38,31162482.19,28177425.22,27282385.76
417,39937120.34,35578180.94,31307171.74,28264283.02,27335355.26
418,40004150.58,35685689.13,31435001.56,28324542.69,27386091.5
419,40021107.13,35832564.15,31531284.41,28439669.61,27531264.21
420,40025431.17,35961644.78,31652427.09,28683937.15,27826073.33
421,40095333.86,36083059.03,31876652.44,29062995.51,28237983.97
422,40287890.38,36261257.27,32238623.81,29506955.9,28669864.89
423,40596281.81,36560351.31,32700056.65,29922127.41,29033016.74
424,40957982.57,36992052.9,33177386.22,30259923.45,29312402.47
425,41304743.55,37505305.43,33602548.65,30549506.41,29573972.13
426,41614689.53,38022705.5,33969094.17,30870351.62,29909761.95
427,41929560.3,38493959.6,34330099.2,31287137.81,30363714.49
428,42324272.85,38924792.62,34750299.83,31795814.56,30893666.41
429,42853289.65,39363169.98,35251501.46,32321726.46,31397832.79
430,43511897.23,39856512.64,35792161.92,32770601.39,31786072.08
435,46842297.46,42289720.81,37495258.11,34184357,33216339.88
436,47567943.88,42588920.21,37812312.56,34580831.72,33625756.73
437,48398318.11,42892890.42,38162403.63,34913410.75,33928077.62
438,49280236.83,43224463.38,38479776.43,35116348.01,34081657.27
439,50125132.69,43563510.94,38700787.87,35195604.84,34131437.69
440,50864837.05,43860361.8,38806403.06,35224851.65,34179382.7
441,51496890.93,44070193.8,38835915.17,35298758.75,34319455.9
442,52083321.59,44181829.81,38860844.51,35472271.88,34577660.26
443,52707207.64,44226144.55,38940451.71,35727692.68,34897757.67
444,53412431.56,44255893.81,39084344.8,35987011.83,35177816.93
445,54170878.55,44313176.1,39248567.2,36162313.12,35335103.16
450,56705107.9,44373692.98,39089689.51,36226089.08,35618328.66
455,58779803.5,43903160.53,39234973.69,36754123.2,36243246.36
460,59453380.59,42992929.98,38799494.75,37207306.83,37084883.85
465,59356285.88,42529993.56,38789250.22,37415384.47,37391740.14
470,59085252.86,41552536.04,38896479.22,38444153.94,38697886.83
475,57476757.78,41236124.73,38878919.77,38763360.03,39202859.84
480,56352151.59,40810352.87,39596888.27,40078434.73,40626423.42
485,54453434.03,40675808.26,39793659.98,40726313.71,41493255.12
490,52721912.64,40923702.57,40937904.98,42147684.74,42906462
495,51177036.87,41049515.44,41402649.59,43047165.22,43998074.57
500,49338401.04,41841269.15,42830073.93,44529842,45399633.98
505,48348181.25,42253969.82,43461214.27,45467634.8,46473372.22
510,46810600.22,43359809.78,45021789.41,46970602.41,47858250.93
515,46387562.59,44002444.51,45660847.78,47710491.37,48657792.41
520,45343315.3,45114256,47115887.95,49076042.33,49899875.31
525,45295781.5,45815326.52,47528126.94,49323004.47,50108392.25
526,45334035.17,45826142.32,47611055.59,49460863.42,50258998.6
527,45282164.03,45875923.39,47752375.83,49639360.89,50436226.26
528,45136504.45,45987282.94,47940867.33,49825479.09,50602086.75
529,44925765.78,46158985.71,48145757.67,49978753.7,50716878.66
530,44699348.82,46365705.36,48325594.83,50062694.41,50750208.4
531,44510708.35,46566985.61,48441626.15,50056316.63,50690562.86
532,44398995.7,46719249.07,48469046.88,49959748.11,50548054.28
533,44376558.12,46789474.32,48404408.03,49794187.53,50351505.49
534,44426105.4,46765684.93,48267162.5,49596465.54,50140975.01
535,44506867.99,46660294.3,48093865.57,49408669.83,49956716.78
536,44568827.18,46507020.79,47928588.79,49267685.53,49829538.59
537,44569492.5,46351867.47,47811715.89,49196789.23,49774391.08
538,44487362.19,46240477.65,47769843.45,49201019.46,49788248.03
539,44329064.78,46206778.82,47810721.98,49268566.09,49853762.83
540,44127694.21,46265509.28,47923726.3,49376654.43,49946733.7
541,43933009.46,46410294.06,48085178.06,49500062.79,50044592.34
542,43797039.34,46617693.79,48266930.43,49619471.82,50133966.99
543,43759841.38,46856180.11,48445981.46,49728039.31,50215290.43
544,43839278.24,47096423.71,48611582.56,49833452.66,50302690.66
545,44027084.22,47319837.16,48767847.58,49955050.62,50419240.41
546,44293060.43,47523743.27,48932090.68,50117786.33,50589857.73
547,44594966.18,47721204.36,49128819.97,50344129,50833234.04
548,44891129.42,47935977.3,49381705.2,50646472.24,51155275.48
549,45151804.97,48194057.06,49704981.71,51021914.77,51545626.32
550,45366475.2,48514800.61,50098128.01,51451358.94,51978726.41
551,45545153.84,48903975.5,50544386.47,51902974.71,52418924.19
552,45713444.23,49350727.79,51013590.47,52338848.52,52828044.21
553,45903461.15,49828990.13,51468795.49,52723442.86,53173835.65
554,46142993.43,50303167.18,51874432.02,53031169.16,53436628.97
555,46446684.9,50736599.55,52204514.16,53251864.53,53613264.39
556,46811260.86,51100257.21,52448311.51,53392379.67,53716902.87
560,48333483.7,51805054.9,52864608.75,53650522.02,53935352.54
564,48929171.52,52306863.63,53381385.23,54110830.76,54344598.58
565,48996599.24,52475398.83,53498545.46,54147653.52,54340848.03
566,49082121.84,52618229.26,53551375.62,54094419.04,54240256.65
567,49197046.93,52701809.46,53513102.14,53936694.83,54034416.93
568,49337303.03,52698189.98,53370448.2,53677185.87,53732488.52
569,49484646.05,52592590.39,53127943.98,53336525.59,53360604.9
570,49611775.71,52388192.31,52808450.74,52950413.44,52957891.67
571,49690033.47,52107135.97,52449951.18,52563786.57,52569997.38
572,49697871.5,51787638.59,52099438.05,52223434.48,52241661.21
573,49627741.15,51477682.18,51804945.22,51970377.38,52009590.96
574,49489919.56,51226728.61,51607609.05,51833470.57,51897125.08
575,49312082.09,51077456.6,51535150.24,51825759.49,51911586.45
576,49135195.88,51058474.31,51598279.04,51943615.04,52044615.07
577,49006030.56,51180333.49,51789946.55,52168951.73,52275192.03
578,48968407.83,51434763.54,52088144.15,52473724.54,52574555.39
579,49054921.11,51797393.13,52460910.64,52825688.95,52911797.19
580,49280904.07,52233120.77,52872635.94,53194158.33,53259226.88
581,49641825.13,52702966.32,53290308.96,53554716.33,53596226.3
582,50114588.43,53170918.7,53688509.17,53892033.09,53911187.25
583,50662290.84,53609508.73,54052311.28,54200471.56,54201325.91
584,51241347.65,54003109.38,54377749.94,54482631.02,54470678.62
585,51809452.74,54348548.78,54670052.46,54746374.47,54726924
586,52332751.27,54653228.21,54940183.53,55001129.19,54977856.02
590,53793041.61,55751394.71,55997935.83,56006111.21,55950680.39
595,55345215.94,57097588.75,57023021.64,56697842.04,56499141.48
600,57010346.71,57468919.81,57057415.14,56528203.75,56267531.63
